201,"Swimming sidestroke",472,563,654,745,1.64782526567164,"2020-11-02 16:26:57","2020-11-02 16:26:57"
202,"Swimming synchronized",472,563,654,745,1.64782526567164,"2020-11-02 16:26:57","2020-11-02 16:26:57"
203,"Swimming, treading water, fast, vigorous",590,704,817,931,2.05944308059702,"2020-11-02 16:26:57","2020-11-02 16:26:57"
204,"Swimming, treading water, moderate",236,281,327,372,0.823235629850746,"2020-11-02 16:26:57","2020-11-02 16:26:57"
205,"Water aerobics, water calisthenics",236,281,327,372,0.823235629850746,"2020-11-02 16:26:57","2020-11-02 16:26:57"
206,"Water polo",590,704,817,931,2.05944308059702,"2020-11-02 16:26:57","2020-11-02 16:26:57"
207,"Water volleyball",177,211,245,279,0.61742672238806,"2020-11-02 16:26:57","2020-11-02 16:26:57"
208,"Water jogging",472,563,654,745,1.64782526567164,"2020-11-02 16:26:57","2020-11-02 16:26:57"
209,"Diving, springboard or platform",177,211,245,279,0.61742672238806,"2020-11-02 16:26:57","2020-11-02 16:26:57"
210,"Ice skating, < 9 mph",325,387,449,512,1.13262599402985,"2020-11-02 16:26:57","2020-11-02 16:26:57"
211,"Ice skating, average speed",413,493,572,651,1.44133935522388,"2020-11-02 16:26:57","2020-11-02 16:26:57"
212,"Ice skating, rapidly",531,633,735,838,1.85295717014925,"2020-11-02 16:26:57","2020-11-02 16:26:57"
213,"Speed skating, ice, competitive",885,1056,1226,1396,3.08916462089552,"2020-11-02 16:26:57","2020-11-02 16:26:57"
214,"Cross country snow skiing, slow",413,493,572,651,1.44133935522388,"2020-11-02 16:26:57","2020-11-02 16:26:57"
215,"Cross country skiing, moderate",472,563,654,745,1.64782526567164,"2020-11-02 16:26:57","2020-11-02 16:26:57"
216,"Cross country skiing, vigorous",531,633,735,838,1.85295717014925,"2020-11-02 16:26:57","2020-11-02 16:26:57"
217,"Cross country skiing, racing",826,985,1144,1303,2.88267871044776,"2020-11-02 16:26:57","2020-11-02 16:26:57"
218,"Cross country skiing, uphill",974,1161,1348,1536,3.39787798208955,"2020-11-02 16:26:57","2020-11-02 16:26:57"
219,"Snow skiing, downhill skiing, light",295,352,409,465,1.02972154029851,"2020-11-02 16:26:57","2020-11-02 16:26:57"
220,"Downhill snow skiing, moderate",354,422,490,558,1.23485344477612,"2020-11-02 16:26:57","2020-11-02 16:26:57"
221,"Downhill snow skiing, racing",472,563,654,745,1.64782526567164,"2020-11-02 16:26:57","2020-11-02 16:26:57"
222,"Sledding, tobagganing, luge",413,493,572,651,1.44133935522388,"2020-11-02 16:26:57","2020-11-02 16:26:57"
223,"Snow shoeing",472,563,654,745,1.64782526567164,"2020-11-02 16:26:57","2020-11-02 16:26:57"
224,Snowmobiling,207,246,286,326,0.721008179104478,"2020-11-02 16:26:57","2020-11-02 16:26:57"
225,"General housework",207,246,286,326,0.721008179104478,"2020-11-02 16:26:57","2020-11-02 16:26:57"
226,"Cleaning gutters",295,352,409,465,1.02972154029851,"2020-11-02 16:26:57","2020-11-02 16:26:57"
227,Painting,266,317,368,419,0.927494089552239,"2020-11-02 16:26:57","2020-11-02 16:26:57"
228,"Sit, playing with animals",148,176,204,233,0.515199271641791,"2020-11-02 16:26:57","2020-11-02 16:26:57"
229,"Walk / run, playing with animals",236,281,327,372,0.823235629850746,"2020-11-02 16:26:57","2020-11-02 16:26:57"
230,"Bathing dog",207,246,286,326,0.721008179104478,"2020-11-02 16:26:57","2020-11-02 16:26:57"
231,"Mowing lawn, walk, power mower",325,387,449,512,1.13262599402985,"2020-11-02 16:26:57","2020-11-02 16:26:57"
232,"Mowing lawn, riding mower",148,176,204,233,0.515199271641791,"2020-11-02 16:26:57","2020-11-02 16:26:57"
233,"Walking, snow blower",207,246,286,326,0.721008179104478,"2020-11-02 16:26:57","2020-11-02 16:26:57"
234,"Riding, snow blower",177,211,245,279,0.61742672238806,"2020-11-02 16:26:57","2020-11-02 16:26:57"
235,"Shoveling snow by hand",354,422,490,558,1.23485344477612,"2020-11-02 16:26:57","2020-11-02 16:26:57"
236,"Raking lawn",254,303,351,400,0.885519904477612,"2020-11-02 16:26:57","2020-11-02 16:26:57"
237,"Gardening, general",236,281,327,372,0.823235629850746,"2020-11-02 16:26:57","2020-11-02 16:26:57"
238,"Bagging grass, leaves",236,281,327,372,0.823235629850746,"2020-11-02 16:26:57","2020-11-02 16:26:57"
